doc_id,sentence,spanish_sentence,arabic_sentence,chinese_sentence,japanese_sentence,back_to_english_sentence
2453,"Fam, whole squad waitin’","Hombre, toda la escuadra está esperando.",أهلاً بكم، كل الفريق ينتظر.,欢迎你们，整个团队都在等待。,ようこそ、全員が待っています。,"Welcome, everyone is waiting for you."
2454,"Mate, lowkey flexin’","Amigo, estoy mostrando un poco de orgullo.",أحبك،  أظهرت بعض الشغف.,我爱你，表现出了一些热情。,私はあなたを愛している。熱意を示した。,I love you. I showed my sincerity.
2455,"Bruh, skibidi outta here, sigma style","Hombre, skibidi fuera de aquí, estilo sigma","أهلاً بكم, أخرجوا من هنا, سايغما","欢迎你们, 请离开这里, ไซ格玛",歓迎いたします、 ここを出てください、サイガマ,"You are welcome, please leave here, Saigama."
2456,"Dude, whole squad waitin’","Hombre, toda la escuadra está esperando.",أهلاً بكم، كل الفريق ينتظر.,欢迎你们，所有团队都在等待。,ようこそ、全てのチームは待っています。,"Welcome, all teams are waiting for you."
2457,"Homie, skibidi outta here, sigma style","Amigo, skibidi fuera de aquí, estilo sigma",أحبك، هزّي رقصة السكبيدي خارجًا من هنا، estilo sigma,我爱你，出去跳一支斯卡巴迪舞，离开这里。,私はあなたを愛している、外へスキャバディを踊るために１曲、ここを離れる。,"I love you, and I'm going to leave here to dance the Samba outside for one song."
2458,"Mate, stop cappin’, lowkey annoyed","Amigo, deja de hablar por hablar, estoy un poco molesto.",أهلاً يابني، توقف عن الكلام، أنا قليلًا غاضب.,欢迎你，孩子，别说话了，我有点生气。,おめでとう、子供、もう話さないで、ちょっと怒っている。,"Congratulations, kid, don't talk about it anymore, I'm a bit angry."
2459,"Yo, touch some grass","Yo, toco un poco de hierba","أنا, أضرب قليلا من النبات",我稍微剪了一些植物,私は少し草を切りました。,I cut a little grass.
2460,"Bruh, stop cappin’, lowkey annoyed","Hombre, detente con eso, estoy un poco molesto.","أهلاً بكم,  إيقافك هذا, أنا قليلًا غاضب.","欢迎你们,  这是停止, 我有点生气.",ようこそ、  これは終わり、 私は少し怒っている。,"Welcome, this is the end, I'm a bit angry."
2461,"Dude, stop cappin’, lowkey annoyed","Hombre, detente con eso, estoy un poco molesto.","أهلاً بكم,  إيقافك هذا, أنا قليلًا غاضب.","欢迎你们,  这是停止, 我有点生气.",ようこそ、  これは終わり、 私は少し怒っている。,"Welcome, this is the end, I'm a bit angry."
2462,"Dude, big yikes","Amigo, ¡gran horror.",أحبك، إنه كارثة.,我爱你，真的是一场灾难。,私はあなたを愛しているが、実は大きな災難だった。,"I love you, but it was actually a great disaster."
2463,"Bruh, you ghosted again","Hombre, me has vuelto a dejar de lado de nuevo.",إنسان، أهملتني مرة أخرى.,人类，还是忽视了我。,人間は私を無視した。,People ignored me.
2464,"Bro, IRL you fold faster than a Walmart chair","Hombre, en la vida real, doblas más rápido que una silla de Walmart.",إنسان، في الحياة الحقيقية، تزداد سرعته أكثر من كرسي في وول مارت.,在现实生活中，人比沃尔玛购物车更快。,現実生活の中で、人はウォルマートの買い物車よりも速い。,"In real life, people are faster than Walmart shopping carts."
2465,"Yo, you ghosted again",Tú me has dejado de nuevo.,أنت قد تركتني مرة أخرى.,你又离开我了。,あなたはまた私を離れました。,You left me again.
2466,"Yo, IRL you fold faster than a Walmart chair","Yo, en la vida real, tú plegas más rápido que una silla de Walmart.",أنا، في الحياة الحقيقية، أنت folds أكثر سريعًا من كرسي في وول مارت.,在真实的生活中，我比沃尔玛的椅子更快地折叠。,実際の生活の中で私はウォルマートの椅子よりも速く折りたたまれる。,"In real life, I fold up faster than a Walmart chair."
2467,"Yo, this vibe is straight mid","Yo, esta vibra es directa y del medio.",أنا، هذه الفائقة مباشرة ووسطى.,我是直接和中立的。,私は直接かつ中立的なものである。,I am direct and neutral.
2468,"Yo, lowkey flexin’","Yo, estoy mostrando un poco de orgullo.","أنا, أظهر بعض الشغف.","我, 表现出了一些兴趣。",私は少しの興味を示した。,I showed a little interest.
2469,"Yo, big yikes","Yo, ¡ay caramba!",أنا، أيّها الجحيم!,我，啊这灾难！,私は、ああこの災難！,I'm in a terrible predicament!
2470,"Bro, this vibe is straight mid","Hombre, esta onda es completamente mediocre.",إنسان، هذه موجة تماماً متوسطة.,人类，这是一波完全中庸。,人間は、完全な中庸の波です。,Humans are a wave of perfect moderation.
2471,"Sis, pull up or stay sus","Sí, sube o quédate aquí.",نعم، اسعدل أو البقاء هنا.,是的，我更喜欢留在这里。,はい、ここに残ることが好きです。,"Yes, I like to stay here."
2472,"Dude, pull up or stay sus","Hombre, sube o quédate sus.","أنتظر منك, صعد أو بقي هناك.",我等你，去上楼或留在那裡。,私たちはあなたを待っていて、階段に上がるかそこに残るか。,"We've been waiting for you, and now you have to decide whether to go up the stairs or stay there."
2473,"Bro, stop cappin’, lowkey annoyed","Hombre, deja de hablar por hablar, estoy un poco molesto.","أهلاً بكم,  إنه من الأفضل أن تتحدث بجدية, أنا قليلًا متوتر.","欢迎你们,  他说得很好, 我有点紧张。",ようこそ、  彼はとてもうまく話す、 私は少し緊張している。,"Welcome, he speaks very well, I am a bit nervous."
2474,"Sis, lowkey flexin’","Sí, estoy mostrando un poco de orgullo.",نعم، أظهر بعض الشغف.,是的，表现出了一些热情。,はい、少しの熱意を示しました。,"Yes, I showed a little enthusiasm."
2475,"Homie, stop cappin’, lowkey annoyed","Amigo, detente con eso, estoy un poco molesto.","أهلاً يابن الحبيب, اتركني, أنا قليلًا غاضب.",欢迎你，亲爱的儿子，别烦我，我有点生气。,あなたを歓迎します、愛する息子、少し怒っていますから、困るな。,"I welcome you, my beloved son, I'm a bit angry so be careful."
2476,"Homie, whole squad waitin’","Hombre, toda la pandilla está esperando.",أهلاً يا رجل، كل المجموعة منتظرة.,欢迎您，先生，所有团队都在等待。,ようこそ、先生、全てのチームは待っています。,"Welcome, teacher, all teams are waiting for you."
2477,"Dude, this vibe is straight mid","Hombre, esta onda es completamente mediocre.",إنسان، هذه موجة تماماً متوسطة.,人类，这是一波完全中庸。,人間、人類は一つの完全な中庸。,"Humanity, mankind is one complete moderation."
2478,"Mate, this vibe is straight mid","Amigo, esta onda es completamente normal.","أحبك, هذه موجة تماماً طبيعية.",我爱你，这是完全正常的。,私はあなたを愛している、これは完全に正常なことだ。,"I love you, and that's perfectly normal."
2479,"Homie, IRL you fold faster than a Walmart chair","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","أحب, في الحياة الحقيقية, تزداد سرعةك في الدوران أكثر من كرسي في وول مارت.",我喜欢，生活中，速度比沃尔玛的轮椅快。,私は、生活の中で、スピードはウォルマートの電動車いすよりも速い。,I am faster than a motorized cart at Walmart in my daily life.
2480,"Fam, big yikes","Amigo, ¡qué horror grande!",أحبك، ما هذا العار؟,我爱你，怎么会有这样的耻辱？,私があなたを愛しているのに、こんな恥辱が起こるなんて。,"Despite my loving you, something like this humiliation happens."
2481,"Fam, you ghosted again","Amigo, me has vuelto a esconder.",أحبك، لقد اختفيت عنك مرة أخرى.,我爱你，已经再次消失了。,私はあなたを愛しているがもう一度失われた。,"I love you, but you are lost to me again."
2482,"Bro, whole squad waitin’","Hermano, toda la escuadra está esperando.","أخ, كل الفريق ينتظر.","兄弟, 全队都在等待。",兄弟、全員が待っている。,All my brothers are waiting.
2483,"Yo, lowkey flexin’","Yo, estoy mostrando un poco de orgullo.","أنا, أظهر بعض الشغف.","我, 表现出了一些兴趣。",私は少しの興味を示した。,I showed a little interest.
2484,"Bro, pull up or stay sus","Hombre, ven acá o quédate ahí",أهلاً بكم، تأتي هنا أو تبقى هناك.,欢迎你们，来这里或留在那里。,ようこそしてください、ここに来てくださいか、そこに留まることをお勧めします。,"You're welcome to come here, or you're welcome to stay there, but I recommend you stay here."
2485,"Fam, lowkey flexin’","Amigo, estoy mostrando un poco de orgullo.",أحبك،  أظهرت بعض الشغف.,我爱你，表现出了一些热情。,私はあなたを愛している。熱意を示した。,I love you. I showed my sincerity.
2486,"Mate, IRL you fold faster than a Walmart chair","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","أحب, في الحياة الحقيقية, تزداد سرعةك في الدوران أكثر من كرسي في وول مارت.",我喜欢，生活中，速度比沃尔玛的轮椅快。,私は、生活の中で、スピードはウォルマートの電動車いすよりも速い。,I am faster than a motorized cart at Walmart in my daily life.
2487,"Sis, touch some grass","Hija, toca un poco de hierba.",بنت، ضع بعض الأعشاب.,一个女孩，放一些草。,１人の少女が、草を散らす。,A young girl is scattering the grass.
2488,"Mate, IRL you fold faster than a Walmart chair","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","أحب, في الحياة الحقيقية, تزداد سرعةك في الدوران أكثر من كرسي في وول مارت.",我喜欢，生活中，速度比沃尔玛的轮椅快。,私は、生活の中で、スピードはウォルマートの電動車いすよりも速い。,I am faster than a motorized cart at Walmart in my daily life.
