sentence,gold_terms,term_type,source_dataset,is_single_word,is_multiword,start_offset,end_offset
steven: so how'd your date go with that grill? pornmaster: well it was pretty expensive but i got amp'd,amp'd,slang,lm_lexicon_slang,0,1,98,103
"the hopper crowd jenny, steven, and bryan spend all of their time going to all different malls everyday after school",hopper,slang,lm_lexicon_slang,1,0,4,10
you can actually see a cereal box of body buddies in a scene in the movie manhunter when will graham is walking through the grocery store with his kid,body buddies,slang,lm_lexicon_slang,0,1,37,49
"we all knew that craig found pregnant women attractive, but i never realised that he was a bump humper",bump humper,slang,lm_lexicon_slang,0,1,91,102
"""omg did you see him? he's totally a reily",reily,slang,lm_lexicon_slang,1,0,37,42
i just hit my chozzer on that table,chozzer,slang,lm_lexicon_slang,1,0,14,21
don't kick the puckfist you'll get my [hammer pants] dirty,puckfist,slang,lm_lexicon_slang,1,0,15,23
here comes fred sanford in his doodoo cruiser,doodoo cruiser,slang,lm_lexicon_slang,0,1,31,45
"""tom: ""gas is inflammable bob",inflammable,slang,lm_lexicon_slang,1,0,14,25
"""after making fun of his mexican sounding music, ""the biggest boss that you have seen thus far"" started to pmc because his manhood was in question",pmc,slang,lm_lexicon_slang,1,0,107,110
"jonas you my head hobo, and help me with my dastardly hobo plans to take over the world - annecy",annecy,slang,lm_lexicon_slang,1,0,90,96
ron: hey you got that wrap? randall: you got that holla? pat went next door to pick up a five dolla holla,five dolla holla,slang,lm_lexicon_slang,0,1,89,105
wyfp britney spears?? you used to have no talent and you threw it all away to become trailer trash,wyfp,slang,lm_lexicon_slang,1,0,0,4
i've been h.i.b. positive ever since my old man took me to the aviary every saturday as a kid,h.i.b.,slang,lm_lexicon_slang,0,1,10,16
"be right back guys, gotta go pull a grif",grif,slang,lm_lexicon_slang,1,0,36,40
"i posted something to my blog, but it ended up lost in the ezone",ezone,slang,lm_lexicon_slang,1,0,59,64
when i do or say something wrong my girlfriend baps me in my head or gives me a bap head,bap head,slang,lm_lexicon_slang,0,1,80,88
we should be at the garage sale rapids before noon,garage sale,slang,lm_lexicon_slang,0,1,20,31
surfing the perfect wave or a succesful barrel ride is the best high i've ever had,surfing,slang,lm_lexicon_slang,1,0,0,7
yo did you see danny green hit that binky donut? hey bro i gave her the old binky donut last night ;),binky donut,slang,lm_lexicon_slang,0,1,36,47
she likes him so much i think she is going to amalgamate him,amalgamate,slang,lm_lexicon_slang,1,0,46,56
different kinds of bbasooni g,bbasooni,slang,lm_lexicon_slang,1,0,19,27
"that party was so shit, coz all the chicks were muss steph louey is totally muss",muss,slang,lm_lexicon_slang,1,0,48,52
"that kid is drinking that wine from a box and is listening to the stooges, he's such an alibrio",alibrio,slang,lm_lexicon_slang,1,0,88,95
"the swine have nationalized the banks, bailed out banks and car companies, and made billions of dollars off our stupidity and greed and we are paying the bills",swine,slang,lm_lexicon_slang,1,0,4,9
oh shit i just had a demmy,demmy,slang,lm_lexicon_slang,1,0,21,26
"you might want to clean that bong before you use it, last time i hit out of that piece i got a severe case of bong mouth",bong mouth,slang,lm_lexicon_slang,0,1,110,120
me infernal legion,infernal legion,slang,lm_lexicon_slang,0,1,3,18
i still cant get the taste of that dirty snowball out of my mouth,dirty snowball,slang,lm_lexicon_slang,0,1,35,49
terrain is very gnarly if it has a high gnar quotient,gnar,slang,lm_lexicon_slang,1,0,16,20
betty was not pleased when i gave her an asian thunderstorm in her mom's room the other day,asian thunderstorm,slang,lm_lexicon_slang,0,1,41,59
"yo, check out that hb",hb,slang,lm_lexicon_slang,1,0,19,21
you're such a dicklick,dicklick,slang,lm_lexicon_slang,1,0,14,22
"this fat kid was busblasting chick music, what a puss",busblasting,slang,lm_lexicon_slang,1,0,17,28
"jonny was being a douche bag, so i gave him a boog willy",boog willy,slang,lm_lexicon_slang,0,1,46,56
"""what do you think is the creepiest vampire movie? ""without a doubt, nosferatu (1922)""",nosferatu,slang,lm_lexicon_slang,1,0,69,78
"he'd rather not attend that stuffy event, he's more of a greenfoot",greenfoot,slang,lm_lexicon_slang,1,0,57,66
"""the boemre had to change its name from the ""minerals management service"" because its reputation was utterly ruined by constant corruption scandals",boemre,slang,lm_lexicon_slang,1,0,5,11
dude you suck at everything u do u needa change yourself,needa,slang,lm_lexicon_slang,1,0,35,40
gary finished his blumpkin off with performing a gore-lick on dan,gore-lick,slang,lm_lexicon_slang,0,1,49,58
me: whats your location you: just crossing the bridge me: 10-4,10-4,slang,lm_lexicon_slang,0,1,58,62
on your knees blowgan,blowgan,slang,lm_lexicon_slang,1,0,14,21
that girls dick only had 3 drinks and passed out,girls dick,slang,lm_lexicon_slang,0,1,5,15
you are now part of the cimfam,cimfam,slang,lm_lexicon_slang,1,0,24,30
harrison: maybe they have banana chips,banana chips,slang,lm_lexicon_slang,0,1,26,38
"that chick's backside looked like a beef tomato when those dudes finished tappin' that [ass] like sammy davis, jr",beef tomato,slang,lm_lexicon_slang,0,1,36,47
normally i prefer hummers but that chodle your sister game me made me squirt in her hair,chodle,slang,lm_lexicon_slang,1,0,35,41
dude my dick snot got all over my blankets tonight,dick snot,slang,lm_lexicon_slang,0,1,8,17
"when i started looking through my spank bank the other day, i got so horny that i spanked a birdie",birdie,slang,lm_lexicon_slang,1,0,92,98
instead of getting a blowjob my girlfriend gave me a belly buttonjob,belly buttonjob,slang,lm_lexicon_slang,0,1,53,68
them entities over there sure are fetching,entities,slang,lm_lexicon_slang,1,0,5,13
original: brian can i have some more coke cheese? improved: ayo bnigz hand a brotha a coke cheese and a bottle of dat easy jesus,coke cheese,slang,lm_lexicon_slang,0,1,37,48
"hey, the boss may have mentioned the project - but it must have been after my bitch switch had tripped during one of his hour-long tirades",bitch switch,slang,lm_lexicon_slang,0,1,78,90
"friend #1: katie, keep it classy",classy,slang,lm_lexicon_slang,1,0,26,32
"you, good sir, are a bad bad cockend",cockend,slang,lm_lexicon_slang,1,0,29,36
the dream of all the bowlie boys who hang around you - i'm no different from the rest,bowlie,slang,lm_lexicon_slang,1,0,21,27
"joe: what is betty doing? why is she hurting all those girls? mike: aww, shes just being a dandylion",dandylion,slang,lm_lexicon_slang,1,0,91,100
"""can you, and harold come over this weekend? ""i can, but harold's bigfooting again this weekend, he's still not giving up on it",bigfooting,slang,lm_lexicon_slang,1,0,66,76
"i couldn't afford premier pro, so i did a buy burn and return and got it for 50 cents",buy burn and return,slang,lm_lexicon_slang,0,1,42,61
that fuck nigga always talking shit;,fuck nigga,slang,lm_lexicon_slang,0,1,5,15
(realistically how it's said) naw [baby girl] forreal i'll beat that niggas ass i ain't no fuck nigga,fuck nigga,slang,lm_lexicon_slang,0,1,91,101
"if you are upset, that's because you don't have a adilien in your life",adilien,slang,lm_lexicon_slang,1,0,50,57
"i can't stand her, she's so disgusticified",disgusticified,slang,lm_lexicon_slang,1,0,28,42
you see that damon'te walkin down the sidewalk,damon'te,slang,lm_lexicon_slang,0,1,13,21
friend: you're like the opposite of a [basic bitch] me: yeah i'm more like a basic butch,basic butch,slang,lm_lexicon_slang,0,1,77,88
our weekend is gonna be bangen ass,bangen ass,slang,lm_lexicon_slang,0,1,24,34
the con-store tricked the sex-deprived bitch into buying two fun-sized snicker bars for $2,con-store,slang,lm_lexicon_slang,0,1,4,13
"guy: mah bro, how did you get to be so smart??? girl: i used my bassendenness to get rid of my dumb italian genes",bassendenness,slang,lm_lexicon_slang,1,0,64,77
man that kid is such a baguette,baguette,slang,lm_lexicon_slang,1,0,23,31
look at the size of that mercan,mercan,slang,lm_lexicon_slang,1,0,25,31
my butt cheese is getting so messy it feels like a little kid eating a candy bar,butt cheese,slang,lm_lexicon_slang,0,1,3,14
guy: hey bay-bay,bay-bay,slang,lm_lexicon_slang,0,1,9,16
an example of a guinness-bomb can be provided by sidling up to a willing barman and giving him the glad wink,guinness-bomb,slang,lm_lexicon_slang,0,1,16,29
lovettecher: hey gais i accidentally myself with this meme,accidentally myself,slang,lm_lexicon_slang,0,1,24,43
man you are acting like a downy today,downy,slang,lm_lexicon_slang,1,0,26,31
"""bro1:""hey man, every time i give my girl head first, she gives me a ghost job",ghost job,slang,lm_lexicon_slang,0,1,69,78
bryson is a boobskoof,boobskoof,slang,lm_lexicon_slang,1,0,12,21
mary twk edwards,twk,slang,lm_lexicon_slang,1,0,5,8
"dude, that b happee we smoked last night messed us up",b happee,slang,lm_lexicon_slang,0,1,11,19
doctor feel good touched my anus and it feeelllt soooooo goooood,doctor feel good,slang,lm_lexicon_slang,0,1,0,16
equalist: as an equalist i support the rights of all human beings,equalist,slang,lm_lexicon_slang,1,0,0,8
wow man my penis is so much bigger looking when its erect,erect,slang,lm_lexicon_slang,1,0,52,57
"fuck, i just did a boner bomb now i need to get laid or else i'm going to end up jerking it to girls gone wild all night",boner bomb,slang,lm_lexicon_slang,0,1,19,29
when you can't call someone a cunt just say c u next tuesday,c u next tuesday,slang,lm_lexicon_slang,0,1,44,60
you fucking cocklick,cocklick,slang,lm_lexicon_slang,1,0,12,20
"""look at that goo girl she like jizz and says: ""i'm young dumb and full of cum",goo girl,slang,lm_lexicon_slang,0,1,14,22
you smell so bad if you get any worse you'l get bumfungus,bumfungus,slang,lm_lexicon_slang,1,0,48,57
"hey, are you going to the thermals show tonight?",show,slang,lm_lexicon_slang,1,0,35,39
for this song i'm going to need a beat doctor,beat doctor,slang,lm_lexicon_slang,0,1,34,45
when my boss saw what i did he totally daved on me,daved,slang,lm_lexicon_slang,1,0,39,44
i ate a mcgang bang last night,mcgang bang,slang,lm_lexicon_slang,0,1,8,19
"""guy #1 ""did you hear that shit box camaro go by?"" guy #2 ""i sure did, it was running like a harley",harley,slang,lm_lexicon_slang,1,0,93,99
i cant dorito image,cant dorito image,slang,lm_lexicon_slang,0,1,2,19
i have a saggy bifkin and it is sweaty,bifkin,slang,lm_lexicon_slang,1,0,15,21
chorkea is mah homedogg,homedogg,slang,lm_lexicon_slang,1,0,15,23
the only reason that chap william had nella was so he had a new bald head to rub,bald,slang,lm_lexicon_slang,1,0,64,68
"i was running late the other day, so i just did a quick tootsie toss in the morning",tootsie toss,slang,lm_lexicon_slang,0,1,56,68
if you are happy you feel akuah,akuah,slang,lm_lexicon_slang,1,0,26,31
best example of brotack is the [man hug],brotack,slang,lm_lexicon_slang,1,0,16,23
devin holder flipped dayna upside-down on her head and gave her the schoolbus,schoolbus,slang,lm_lexicon_slang,1,0,68,77
"rammer, you ace-hole",ace-hole,slang,lm_lexicon_slang,0,1,12,20
asha is a grizzleh moma,asha,slang,lm_lexicon_slang,1,0,0,4
exuse me while i catchu,catchu,slang,lm_lexicon_slang,1,0,17,23
dave came back from the toilets and everyone saw the coinspot near his fly,coinspot,slang,lm_lexicon_slang,1,0,53,61
the brown kitten has all the fun of vaginal sex with the excitement of anal,brown kitten,slang,lm_lexicon_slang,0,1,4,16
"snake,ill let you decide the best coa",coa,slang,lm_lexicon_slang,1,0,34,37
my copy of windows xp is genuine; i have the coa stuck to the side panel of my computer,coa,slang,lm_lexicon_slang,1,0,45,48
a blt made with an entire pound of bacon? arterioscleriscious,arterioscleriscious,slang,lm_lexicon_slang,1,0,42,61
"for example, tina met up with her friends for a chiggle over coffee",chiggle,slang,lm_lexicon_slang,1,0,48,55
"why you all up in my biznezz girl, no one asked you",all up in my biznezz,slang,lm_lexicon_slang,0,1,8,28
i walked down to the mailbox and stepped in a canine landmine,canine landmine,slang,lm_lexicon_slang,0,1,46,61
be sure to wear a jimmy hat,jimmy hat,slang,lm_lexicon_slang,0,1,18,27
paramore took my concert virginity,concert virginity,slang,lm_lexicon_slang,0,1,17,34
"dude, i'm totally in the crossfire right now",crossfire,slang,lm_lexicon_slang,1,0,25,34
"spread those legs, here comes my bitchsplitter",bitchsplitter,slang,lm_lexicon_slang,1,0,33,46
"movies that fall under bikersploitation are: easy rider, hell ride, the wild angels, hell's belles, cycle savages, hell's angels 69, the wild one",bikersploitation,slang,lm_lexicon_slang,1,0,23,39
googlogarithm is not a complex process,googlogarithm,slang,lm_lexicon_slang,1,0,0,13
i'm from the 863,863,slang,lm_lexicon_slang,1,0,13,16
i thought that guy was hot so i gave him a honk honk to see what he has going on,honk honk,slang,lm_lexicon_slang,0,1,43,52
i died of gigglement,gigglement,slang,lm_lexicon_slang,1,0,10,20
"""guy 1: ""duuude, have you seen my latest status update???"" guy 2: ""sorry bro, but the amount of giveafuckness i'd need was too f*ckin' high",giveafuckness,slang,lm_lexicon_slang,1,0,96,109
kamille is oooooo soooooo crazy,kamille,slang,lm_lexicon_slang,1,0,0,7
her bowserism kept her head above water,bowserism,slang,lm_lexicon_slang,1,0,4,13
igc can be found at www,igc,slang,lm_lexicon_slang,1,0,0,3
yeah we both got out of realtionships but we really inlike with each other,inlike,slang,lm_lexicon_slang,1,0,52,58
"guys in oversize tshirts/cheap polo, jeans and sport shoe/sandals, dress like lkk typical chinaporean guys",chinaporean,slang,lm_lexicon_slang,1,0,90,101
that [badonkadonk]'s got a mad badonkafunk,badonkafunk,slang,lm_lexicon_slang,1,0,31,42
the chemster has left the building,chemster,slang,lm_lexicon_slang,1,0,4,12
"fuck me i want ampwah oh shit it hurt ampwah get me some ampwah, i want to ampwah that ass",ampwah,slang,lm_lexicon_slang,1,0,15,21
dude look at that chick she has flh yea you are right she does have a face like a horse,flh,slang,lm_lexicon_slang,1,0,32,35
how's your blut,blut,slang,lm_lexicon_slang,1,0,11,15
you clusterfuck donkeyrapeingshiteater,donkeyrapeingshiteater,slang,lm_lexicon_slang,1,0,16,38
i have such a girlcrush on angelina jolie/keira knightley/insert name here,girlcrush,slang,lm_lexicon_slang,1,0,14,23
santa clause is comin he's comin doon the lum,lum,slang,lm_lexicon_slang,1,0,42,45
that film is a real tear jearker,tear jearker,slang,lm_lexicon_slang,0,1,20,32
"yo, wheres all the yay-o at?",yay-o,slang,lm_lexicon_slang,0,1,19,24
i masturbated to thoughts of me tapping anglina croft last night,anglina croft,slang,lm_lexicon_slang,0,1,40,53
asuman goes to school in istanbul,asuman,slang,lm_lexicon_slang,1,0,0,6
steven: with whom are you going to the party? ravi: by myself; it looks like i'll have to fal,fal,slang,lm_lexicon_slang,1,0,90,93
"leslie has had it rough, but she is always kind and curteous to every one around her",leslie,slang,lm_lexicon_slang,1,0,0,6
tony was arrested last monday for cottageing,cottageing,slang,lm_lexicon_slang,1,0,34,44
i slept with her conseperately,conseperately,slang,lm_lexicon_slang,1,0,17,30
man i'm so buriburi right now,buriburi,slang,lm_lexicon_slang,1,0,11,19
gotta nip back to ol' blighty to see me mum for her birthday,blighty,slang,lm_lexicon_slang,1,0,22,29
"eva, i dig you april told me cyril diggs you",dig you,slang,lm_lexicon_slang,0,1,7,14
